source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,combined_broad_status,combined_dc_indicated_status
322,,"211 Lake Entrance Road, Shellharbour City Centre NSW 2529",Ampol,10,DC,150 kW,-34.56639944,150.8394074,Shellharbour City Council,2529.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,324.5846279759972,1.0,131895,"211 Lake Entrance Road, Shellharbour City Centre, New South Wales, 2529","{""charger_capacities"": ""7.2 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""Tesla (Model S/X)""}",accepted,coordinate_500m,441.0122641869741,0.0,12963857532,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 10, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-06-30"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,441.0122641869741,0.0,12963857532,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 10, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-06-30"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
328,,"22 Cook Lane, Sydney NSW 2223",JOLT,2,DC,25 kW,-33.9701502,151.0801331,Georges River Council,2223.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,4.557429416070246,0.0,9996192046,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2022-09-03"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
330,,"220 Taren Point Road, Caringbah NSW 2229",Evie Networks,4,DC,75 kW,-34.02927306,151.1220736,Sutherland Shire Council,2229.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,3.623875359876849,0.0,11345075655,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-12"", ""plug_types"": """"}",accepted,coordinate_500m,476.84071997837856,0.0,13103102258,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-08-28"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,178.21078572312183,0.2863993710691824,15d06bf5-6b4a-425d-9312-bae4b17cc22b-174,"Koonya Cct, Caringbah, NSW 2229","{""charger_capacities"": 50.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2|CHAdeMO"", ""status_counts"": ""{\""OutOfService\"": 2}""}",accepted,coordinate_500m,178.21078572312183,0.2863993710691824,15d06bf5-6b4a-425d-9312-bae4b17cc22b-174,"Koonya Cct, Caringbah, NSW 2229","{""charger_capacities"": 50.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2|CHAdeMO"", ""status_counts"": ""{\""OutOfService\"": 2}""}",accepted,accepted
331,,"221 Wolseley Street, Jamisontown NSW 2750",Evie Networks,4,DC,350 kW,-33.770295,150.673823,Penrith City Council,2614.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,13.439288316752267,0.85,272693,"221 Wolseley Street, Jamisontown, New South Wales, 2750","{""charger_capacities"": ""350 kW; 50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,5.407924325101975,0.0,9712774534,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-11"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,71.51900547707633,0.2576923076923077,15d06bf5-6b4a-425d-9312-bae4b17cc22b-221,"Mulgoa Rd & Wolseley St, Jamisontown, NSW 2750","{""charger_capacities"": 22.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 4}""}",unmatched,unmatched,,,,,{},accepted,accepted
332,,"22-24 Park Avenue, Sydney NSW 2134",JOLT,2,DC,25 kW,-33.87384989,151.1019449,Burwood Council,2134.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,3.590571527750308,0.0,9738285222,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2022-05-13"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,125.0457641514625,0.46101694915254243,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-95,"1A Gloucester Avenue Burwood, Burwood, NSW 2134","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1, \""Charging\"": 1}""}",unmatched,unmatched,,,,,{},accepted,unmatched
333,,"224 Princes Highway, Wollongong NSW 2519",BP,2,DC,75 kW,-34.40332537,150.8914635,Wollongong City Council,2519.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,37.925572070258916,0.9375,273425,"224 Princes Hwy, Fairy Meadow, New South Wales, 2519","{""charger_capacities"": ""75 kW"", ""number_of_plugs"": 2.0, ""operator"": ""BP Pulse (AU)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,1.2234078573374738,0.0,10783513810,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-11-30"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,1.2234078573374738,0.0,10783513810,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-11-30"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,172.578764902458,0.8016949152542373,15d06bf5-6b4a-425d-9312-bae4b17cc22b-962,"121 Princes Hwy, Fairy Meadow, NSW 2519","{""charger_capacities"": 60.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_500m,172.578764902458,0.8016949152542373,15d06bf5-6b4a-425d-9312-bae4b17cc22b-962,"121 Princes Hwy, Fairy Meadow, NSW 2519","{""charger_capacities"": 60.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
334,,"224 Prospect Highway, Seven Hills NSW 2147",Evie Networks,4,DC,150 kW,-33.77578997,150.9330864,Cumberland Council,2147.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,7.611890022358916,0.0,11365136257,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-20"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,7.611890022358916,0.0,11365136257,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-11-20"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
338,,"2260 Camden Valley Way, Sydney NSW 2170",JOLT,2,DC,25 kW,-33.95800605,150.8864635,Liverpool City Council,2170.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,7.777506602184011,0.0,11689937303,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-03-04"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,7.777506602184011,0.0,11689937303,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-03-04"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
339,,"2260 Camden Valley Way, Sydney NSW 2170",JOLT,2,DC,25 kW,-33.9581552,150.8866296,Liverpool City Council,2170.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,19.03298201099214,0.0,11689937303,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-03-04"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,19.03298201099214,0.0,11689937303,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2024-03-04"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
340,,"227 Railway Terrace, Schofields NSW 2762",Evie Networks,4,DC,50 kW,-33.705677,150.876075,Blacktown City Council,2762.0,ARENA - Driving the Nation,accepted,coordinate_500m,71.25307344524384,0.26393442622950825,191162,"227 Railway Rerrace, Schofields, NSW","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,64.63542837288654,0.0,9309912420,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2021-12-04"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,459.10446479887395,0.34511494252873565,15d06bf5-6b4a-425d-9312-bae4b17cc22b-760,"37 Manchester Dr, Schofields, NSW 2762","{""charger_capacities"": 7.0, ""number_of_plugs"": 3, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Missing\"": 3}""}",unmatched,unmatched,,,,,{},accepted,accepted
341,,"228-234 Pacific Highway, Swansea NSW 2281",Everty,2,DC,25 kW,-33.09176581,151.6374214,Lake Macquarie City Council,2281.0,Existing Fast Chargers,accepted,fuzzy_address_only,1016.6499721984943,0.8733333333333334,272675,"152 Pacific Hwy, Swansea, New South Wales, 2281","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,29.2684899419192,0.8230769230769232,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-172,"Swansea Centre, 228 Pacific Hwy, Swansea NSW, Swansea, NSW 2281","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
342,,"2285 Pacific Highway, Heatherbrae NSW 2324",Tesla,12,DC,130 kW,-32.78729434,151.7283534,Port Stephens Council,2324.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,83.65692890297191,1.0,79490,"2285 Pacific Highway, Heatherbrae, 2324","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,84.90403275292098,0.0,6816990777,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
346,,"230 Arden Street, Sydney NSW 2034",JOLT,2,DC,50 kW,-33.92159464,151.2565566,Randwick City Council,2034.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,349.75951077443415,0.5122727272727273,baaffa39-0adb-422e-a7bf-4b391d232b5d-73,"168 Beach St, Coogee NSW 2034, Australia, Coogee, NSW 2034","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,unmatched
351,,"2398 Pacific Highway, Heatherbrae NSW 2324",BP,2,DC,75 kW,-32.78334139,151.7370591,Port Stephens Council,2324.0,Existing Fast Chargers,accepted,fuzzy_address_only,1005.9446676932249,0.8878787878787879,79490,"2285 Pacific Highway, Heatherbrae, 2324","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,7.1741007440143845,0.0,10647829948,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""BP Pulse"", ""osm_last_updated"": ""2024-06-23"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,7.1741007440143845,0.0,10647829948,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""BP Pulse"", ""osm_last_updated"": ""2024-06-23"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
353,,"24 Cooper Street, Macksville NSW 2447",Evie Networks,4,DC,350 kW,-30.71023028,152.9197698,Nambucca Valley Council,2447.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,29.28781734545679,0.9600000000000001,190392,"24 Cooper St, Ampol Foodary, Macksville, New South Wales, 2447","{""charger_capacities"": ""350 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,7.267342318765793,0.0,8505686311,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,7.267342318765793,0.0,8505686311,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
356,,"24 Sallys Corner Road, Exeter NSW 2579",Tesla,6,DC,250 kW,-34.60929234,150.2297688,Wingecarribee Shire Council,2579.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,8.47935592022839,0.8898305084745763,266620,"Sallys Corner Rd, Exeter, New South Wales, 2579","{""charger_capacities"": ""250 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,6.31871550078631,0.0,10744631135,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": """"}",accepted,coordinate_500m,482.76338077684426,0.0,9765677232,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-11-22"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
357,,"240 Hillsborough Road, Warners Bay NSW 2282",Evie Networks,4,DC,150 kW,-32.96354505,151.6617414,Lake Macquarie City Council,2282.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,4.9433686506545556,0.0,11463047965,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-12-28"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
359,,"241 Waterworth Drive, Mount Annan NSW 2567",Viva Energy Australia,4,DC,175 kW,-34.049425,150.7603383,Camden Council,2567.0,Fast Charging R2,unmatched,unmatched,,,,,{},accepted,coordinate_500m,42.561734788781095,0.0,12686156645,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Shell Recharge Solutions"", ""osm_last_updated"": ""2025-03-21"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,42.561734788781095,0.0,12686156645,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Shell Recharge Solutions"", ""osm_last_updated"": ""2025-03-21"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,94.89918508645724,0.3649180327868853,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2087,"11 - 13 Main St, Mount Annan, NSW 2567","{""charger_capacities"": 120.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,coordinate_500m,94.89918508645724,0.3649180327868853,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2087,"11 - 13 Main St, Mount Annan, NSW 2567","{""charger_capacities"": 120.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,accepted
363,,"24-42 King Georges Road, Sydney NSW 2195",BP,2,DC,75 kW,-33.91960065,151.0668519,Canterbury Bankstown Council,2195.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,27.385238516848403,0.9657142857142857,273436,"24-42 King Georges Road, Wiley Park, New South Wales, 2195","{""charger_capacities"": ""75 kW"", ""number_of_plugs"": 1.0, ""operator"": ""BP Pulse (AU)"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,10.092121204762714,0.0,10218282678,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-08-28"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,10.092121204762714,0.0,10218282678,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-08-28"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
365,,"247 Belmore Road, Riverwood NSW 2210",Evie Networks,4,DC,75 kW,-33.952562,151.05103,Georges River Council,2210.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,fuzzy_address_only,1020.518975191437,0.8584905660377359,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2841,"150 Belmore Rd, Riverwood, NSW 2210","{""charger_capacities"": 60.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2|Type2"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,fuzzy_address_only,1020.518975191437,0.8584905660377359,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2841,"150 Belmore Rd, Riverwood, NSW 2210","{""charger_capacities"": 60.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2|Type2"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,accepted
368,,"25 Frenchs Forest Road E, Frenchs Forest NSW 2086",Evie Networks,4,DC,150 kW,-33.75133669,151.2434692,Northern Beaches Council,2086.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,13.545803581629539,1.0,272637,"25 Frenchs Forest Rd E, Frenchs Forest, NSW, 2086","{""charger_capacities"": ""150 kW"", ""number_of_plugs"": 4.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,9.251252832543404,0.0,10992560808,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-06-20"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
369,,"250 Comur Street, Yass NSW 2582",Chargefox,4,DC,47 kW,-34.84551056,148.9151892,Yass Valley Council,2582.0,Existing Fast Chargers,accepted,coordinate_500m,43.75293557240915,0.6985714285714286,307990,"Comur Street, Yass, NSW","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 4.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,29.656145567241065,0.0,12441111761,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2024-12-22"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,29.656145567241065,0.0,12441111761,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2024-12-22"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
