OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_number_of_plugs,external_charger_capacity,external_opening_hours,external_latitude,external_longitude,augmentation_review_reason
,,"Joadja Rd, Sydney, 2170",NRMA,6,AC,22 kW,-33.9302513,150.8756286,Liverpool City Council,2170,Existing Destination Chargers,review,coordinate_candidate,0.5,True,270.0,64.25068513949894,64.25068513949894,2906.4694009640443,Peclet local snapshot (experimental),HC2224,Hoxton Park Rd Prestons charger,"424 Hoxton Park Rd, Prestons, NSW, 2170",NRMA,,4.0,DC,,-33.9305,150.875,nearest=64.251m; gap=2906.469m; manual confirmation required
,,"John Renshaw Dr, Beresfield, 2322",BP,2,DC,75 kW,-32.81193998,151.6394685,Newcastle City Council,2322,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1057.0,12.165412023105015,12.165412023105015,441.4316767344222,Peclet local snapshot (experimental),FC67,bp Beresfield charger,"Lot 201 John Renshaw Drive Lot 201, Beresfield NSW 2322, Australia",bp pulse,Tesla; Type 2,2.0,75 kW,,-32.81183617,151.6395096,nearest=12.165m; gap=441.432m; manual confirmation required
,,"Kable Ave, Tamworth, 2340",NRMA,2,DC,50 kW,-31.0903554,150.9274134,Tamworth Regional Council,2340,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1870.0,10.318461391508041,10.318461391508041,223.89642616803874,Peclet local snapshot (experimental),FC202,Hands of Fame Park charger,"2 Kable Ave, Tamworth NSW 2340, Australia",NRMA,Tesla; Type 2,2.0,50 kW,Open 24/7,-31.090437,150.927465,nearest=10.318m; gap=223.896m; manual confirmation required
,,"Kiewa St, Albury, 2640",NRMA,2,DC,50 kW,-36.08379184,146.9148338,Albury City Council,2640,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1855.0,9.815837199964767,9.815837199964767,183.3238367881382,Peclet local snapshot (experimental),FC123,Kiewa St Car Park Rooftop charger,"441 Kiewa St, Albury NSW 2640, Australia",NRMA,Tesla; Type 2,2.0,50 kW,6:00 AM - 10:00 PM,-36.083744,146.914742,nearest=9.816m; gap=183.324m; manual confirmation required
,,"King St, Newcastle, 2300",Porsche Smart Mobility,2,AC,11 kW,-32.92746051,151.7790551,Newcastle City Council,2300,Existing Destination Chargers,review,coordinate_candidate,0.5,True,74.0,65.21923763714777,65.21923763714777,102.93357376979971,Peclet local snapshot (experimental),DC285,Victoria Theatre charger,"8/10 Perkins St, Newcastle NSW 2300, Australia",Chargefox,Type 2,4.0,7 kW,,-32.926963,151.778685,nearest=65.219m; gap=102.934m; manual confirmation required
,,"Kintore Headframe Car Park, 51 Bromide St, Broken Hill, NSW 2880, Australia",NRMA,2,DC,50 kW,-31.557857,143.3855021,Broken Hill City Council,2836,TfNSW Regional,review,ambiguous_exact_address,0.5,True,2001.0,4.785520226968775,4.785520226968775,49.356648940090096,Peclet local snapshot (experimental),HC2752,Kintore Headframe Car Park 51 Bromide St Broken Hill charger,"Kintore Headframe Car Park, 51 Bromide St, Broken Hill, NSW 2880, Australia",NRMA,,2.0,50 kW,,-31.5579,143.3855,nearest=4.786m; gap=49.357m; manual confirmation required
,,"Kokera St, Newcastle, 2287",Tesla,2,AC,22 kW,-32.90262967,151.6676206,Newcastle City Council,2287,Existing Destination Chargers,review,coordinate_candidate,0.5,True,68.0,80.51351016574225,80.51351016574225,120.12866555791436,Peclet local snapshot (experimental),DC269,Wallsend Village charger,"80 Cowper Street, Wallsend NSW 2287",Tesla Destination,Type 2,2.0,22 kW,Open 24/7,-32.903337,151.667805,nearest=80.514m; gap=120.129m; manual confirmation required
,,"Koonya Cct, Sydney, 2229",Exploren,2,DC,50 kW,-34.0278569,151.1217848,Sutherland Shire Council,2229,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1082.0,33.227089753441845,33.227089753441845,129.84609714170026,Peclet local snapshot (experimental),FC187,Bunnings Caringbah charger,"Koonya Cct, Caringbah NSW 2229, Australia",Exploren,Tesla; Type 2,2.0,50 kW,6am - 9pm,-34.02815,151.121855,nearest=33.227m; gap=129.846m; manual confirmation required
,,"Kowara Cres, Merimbula, 2548",EVUp,2,AC,22 kW,-36.88414419,149.9032943,Bega Valley Shire Council,2548,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,215.0,0.0,0.07171836722908406,110.18430577074723,Peclet local snapshot (experimental),DC1004,Sapphire Valley Caravan Park 2 charger,29 Sapphire Coast Drive,EVUp,Type 2,2.0,kW,,-36.88414355,149.9032944,
,,"Lake Haven Dr, Lake Haven NSW 2263",Engie,2,DC,150 kW,-33.2445959,151.498974,Camden Council,2263,ARENA - Driving the Nation,accepted,coordinate_near_clear,0.9,False,1182.0,2.4605144223187216,2.4605144223187216,594.7814462979208,Peclet local snapshot (experimental),HC2706,Lake Haven Dr Lake Haven charger,"Lake Haven Dr, Lake Haven NSW 2263",Engie,,2.0,150 kW,,-33.2446,151.499,
,,"Lampe St, Talbingo, 2720",Chargefox,4,AC,22 kW,-35.58062367,148.3003804,Snowy Valleys Council,2720,Existing Destination Chargers,review,coordinate_candidate,0.5,True,607.0,253.89724847247405,253.89724847247405,52.444907083153424,Peclet local snapshot (experimental),DC893,Talbingo Lodge charger,"45 Lampe St, Talbingo NSW 2720, Australia",,Type 2,1.0,kW,,-35.58242716,148.2986585,nearest=253.897m; gap=52.445m; manual confirmation required
,,"Larkin Ln, Lismore, 2480",Everty,3,AC,11 kW,-28.80843648,153.2793393,Lismore City Council,2480,Existing Destination Chargers,review,coordinate_candidate,0.5,True,785.0,5.578211106574801,5.578211106574801,38.76763376490048,Peclet local snapshot (experimental),HC2738,Keen St Lismore charger,"98 Keen St
Lismore NSW 2480
Australia",Everty,,4.0,AC,,-28.8084,153.2793,nearest=5.578m; gap=38.768m; manual confirmation required
,,"Lauder St, Tumbarumba, 2653",Chargefox,2,DC,100 kW,-35.7735596,148.0094114,Snowy Valleys Council,2653,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1574.0,302.7723840907818,302.7723840907818,7273.795296695129,Peclet local snapshot (experimental),HC2076,Union Ln Tumbarumba charger,"Union Ln
Tumbarumba NSW 2653
Australia",Chargefox,,4.0,AC,,-35.776,148.0109,nearest=302.772m; gap=7273.795m; manual confirmation required
,,"Leisure Haven Caravan Pk, Woollamia, 2540",Exploren,2,AC,22 kW,-35.02311116,150.6615756,Shoalhaven City Council,2540,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1101.0,83.75762188967641,83.75762188967641,1742.272942416035,Peclet local snapshot (experimental),HC2323,Woollamia Rd Woollamia charger,"785 Woollamia Rd
Woollamia NSW 2540
Australia",Exploren,,2.0,AC,,-35.0226,150.6609,nearest=83.758m; gap=1742.273m; manual confirmation required
,,"Library Walk, Sydney, 2033",Chargefox,12,AC,6 kW,-33.91844849,151.2345085,Randwick City Council,2033,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1368.0,26.981793086712333,26.981793086712333,544.0323152432527,Peclet local snapshot (experimental),DC599,UNSW Sydney - Botany Street Carpark charger,"Parking Station (H25), Gate 11, Botany St, Kensington NSW 2052",Chargefox,Type 2,13.0,7 kW,Open 24/7,-33.918565,151.234252,nearest=26.982m; gap=544.032m; manual confirmation required
,,"Link Road, Sydney, 2113",Chargefox,6,AC,22 kW,-33.77552657,151.1094585,"Ryde, Council of the City of",2113,Existing Destination Chargers,review,coordinate_candidate,0.5,True,496.0,6.83159819957245,6.83159819957245,718.8806414737643,Peclet local snapshot (experimental),DC413,Macquarie University (1) charger,"Macquarie University, Link Road, Macquarie Park NSW 2109, Australia",Chargefox,Type 2,6.0,22 kW,Open 24/7,-33.775511,151.109387,nearest=6.832m; gap=718.881m; manual confirmation required
,,"Lovedale Rd, Lovedale, 2325",Porsche Smart Mobility,2,AC,11 kW,-32.75337542,151.3714925,Cessnock City Council,2325,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1668.0,59.45740652075846,59.45740652075846,1729.7371357971472,Peclet local snapshot (experimental),DC157,Adina Vineyard & Olive Grove charger,"492 Lovedale Rd, Lovedale NSW 2325, Australia",,Type 2,2.0,kW,10am - 5pm,-32.753105,151.372041,nearest=59.457m; gap=1729.737m; manual confirmation required
,,"M4 Motorway Westbound, Sydney, 2766",Ampol,10,DC,400 kW,-33.80214519,150.8802132,Blacktown City Council,2766,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1740.0,848.5071591329859,848.5071591329859,96.91739009064963,Peclet local snapshot (experimental),DC523,Alpha Hotel Eastern Creek charger,"1 Peter Brock Dr, Eastern Creek, Australia, NSW 2766",Tesla Destination,Tesla,2.0,22 kW,,-33.801991,150.871032,nearest=848.507m; gap=96.917m; manual confirmation required
,,"Market St, Merimbula, 2548",Tesla,2,AC,6 kW,-36.89278383,149.9090891,Bega Valley Shire Council,2548,Existing Destination Chargers,accepted,coordinate_near_clear,0.9,False,1038.0,0.09271924534693851,0.09271924534693851,359.86468639475254,Peclet local snapshot (experimental),DC985,Albacore Apartments charger,"Market St, Merimbula NSW 2548, Australia",Tesla Destination,Tesla,2.0,6 kW,,-36.892783,149.909089,
,,"McFarlane St, Sydney, 2160",Tesla,2,AC,22 kW,-33.83346051,150.9873373,Cumberland Council,2160,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1739.0,176.4854744289013,176.4854744289013,1580.0216946181847,Peclet local snapshot (experimental),DC513,Stockland Merrylands charger,"1 Pitt St, Merrylands NSW 2160, Australia",Tesla Destination,Type 2,2.0,22 kW,5:30-22:30,-33.834941,150.988026,nearest=176.485m; gap=1580.022m; manual confirmation required
,,"Megalong Rd, Megalong Valley, 2785",Chargefox,2,AC,22 kW,-33.69583588,150.2530601,Blue Mountains City Council,2785,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1326.0,7.761801801520181,7.761801801520181,655.2459488551517,Peclet local snapshot (experimental),DC379,Megalong Valley Tea Room charger,"824 Megalong Rd, Megalong Valley NSW 2785, Australia",Chargefox,Type 2,2.0,22 kW,9am - 2:45pm,-33.69590259,150.2530354,nearest=7.762m; gap=655.246m; manual confirmation required
,,"Melyra Street, Grenfell, 2810",Exploren,2,AC,22 kW,-33.89200405,148.1607778,Weddin Shire Council,2810,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1031.0,15.912580670426353,15.912580670426353,445.1596018410597,Peclet local snapshot (experimental),DC953,Grenfell Aquatic Centre charger,"Forbes St & Melyra Street, Grenfell NSW 2810,, Grenfell 2810",Exploren,Type 2,2.0,22 kW,Open 24/7,-33.89197418,148.1606092,nearest=15.913m; gap=445.160m; manual confirmation required
,,"Merewether St & Wharf Rd, Newcastle , 2300",Tesla,1,AC,6 kW,-32.92522927,151.7732092,Newcastle City Council,2300,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1689.0,41.2555746896375,41.2555746896375,407.34507478281756,Peclet local snapshot (experimental),DC265,Rydges Newcastle charger,"Wharf Rd & Merewether St, Newcastle NSW 2300, Australia","Tesla Destination, Exploren",Tesla; Type 2,3.0,4 - 7 kW,,-32.925461,151.772864,nearest=41.256m; gap=407.345m; manual confirmation required
,,"Merry Beach Rd, Kioloa, 2539",Exploren,4,AC,6 kW,-35.56540945,150.371977,Shoalhaven City Council,2539,Existing Destination Chargers,accepted,coordinate_near_clear,0.9,False,305.0,2.330705304718082,2.330705304718082,381.78115679557266,Peclet local snapshot (experimental),HC2312,Merry Beach Rd Kioloa charger,"46 Merry Beach Rd
Kioloa NSW 2539
Australia",Exploren,,4.0,AC,,-35.5654,150.372,
,,"Methul St N, Coolamon, 2701",Exploren,2,AC,22 kW,-34.81361066,147.2015485,Coolamon Shire Council,2701,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1824.0,52.91275616229764,52.91275616229764,490.08955797881976,Peclet local snapshot (experimental),DC958,Redgrave Park charger,"Methul St S, Coolamon NSW 2701, Australia, Coolamon 2701",Exploren,Type 2,2.0,22 kW,Open 24/7,-34.81314708,147.2016793,nearest=52.913m; gap=490.090m; manual confirmation required
,,"Milbrodale Road 1100, Broke, 2330",ChargeHub,4,AC,22 kW,-32.75094099,151.0803403,Singleton Council,2330,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1628.0,197.00603513365576,197.00603513365576,626.0593521093322,Peclet local snapshot (experimental),HC2506,Milbrodale Rd Broke charger,"1100 Milbrodale Rd
Broke NSW 2330
Australia",Charge Hub,,4.0,AC,,-32.7505,151.0783,nearest=197.006m; gap=626.059m; manual confirmation required
,,"Mitchell Pde, Mollymook Beach, 2539",Porsche Smart Mobility,3,AC,11 kW,-35.32252857,150.485036,Shoalhaven City Council,2539,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1014.0,36.31610884427181,36.31610884427181,797.9317777297829,Peclet local snapshot (experimental),DC883,Bannisters by the Sea charger,"191 Mitchell Parade, Mollymook, New South Wales, Australia, NSW 2539",Tesla Destination,Tesla; Type 2,2.0,22 kW,,-35.32223179,150.4848689,nearest=36.316m; gap=797.932m; manual confirmation required
,,"Moore St, Banksmeadow , 2019",EVUp,1,AC,22 kW,-33.9452573,151.2222232,Bayside Council,2019,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,968.0,0.0,0.03812016901620029,310.8623859521725,Peclet local snapshot (experimental),DC639,mycar Tyre & Auto Pagewood Eastgardens charger,"Eastgardens Shopping Centre,Banks Avenue,Pagewood",EVUp,Type 2,1.0,kW,Open 24/7,-33.945257,151.222223,
,,"Mortimer St, Mudgee, 2850",NRMA,2,DC,50 kW,-32.59368073,149.5862633,Mid-Western Regional Council,2850,Existing Fast Chargers,review,coordinate_candidate,0.5,True,241.0,5.371318785107862,5.371318785107862,380.8036356549635,Peclet local snapshot (experimental),FC138,Club Mudgee Car Park charger,"99 Mortimer St, Mudgee NSW 2850, Australia",NRMA,Tesla; Type 2,2.0,50 kW,Open 24/7,-32.59372361,149.5862369,nearest=5.371m; gap=380.804m; manual confirmation required
,,"Mount View Rd, Mount View, 2325",Tesla,1,AC,6 kW,-32.83438043,151.2962412,Cessnock City Council,2325,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,45.0,0.0,0.05133548609909039,601.6509842482196,Peclet local snapshot (experimental),DC173,Petersons Wines charger,"522 Mount View Road, Mt View, New South Wales, Australia, NSW 2325",Tesla Destination,Tesla,1.0,6 kW,,-32.83438,151.296241,
,,"Mowamba Pl, Thredbo, 2625",Tesla,1,AC,22 kW,-36.50483088,148.3046977,Snowy Monaro Regional Council,2625,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1024.0,5.767156135917802,5.767156135917802,92.65766564699818,Peclet local snapshot (experimental),DC932,Thredbo Alpine Hotel charger,"89 Mowamba Pl, Kosciuszko National Park NSW 2625, Australia",Tesla Destination,Type 2,1.0,14 kW,Open 24/7,-36.50482494,148.3046336,nearest=5.767m; gap=92.658m; manual confirmation required
,,"Muir St, Medowie, 2318",Chargefox,2,AC,6 kW,-32.73893898,151.8673493,Port Stephens Council,2318,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1295.0,5.130581827365761,5.130581827365761,7740.12430187952,Peclet local snapshot (experimental),DC213,Murray Consulting Solutions charger,"6 Muir St, Medowie NSW 2318, Australia",Chargefox,Type 2,2.0,7 kW,"06:00 till 18:30 Monday to Friday, 07:30 till 13:30 Saturday",-32.738965,151.867304,nearest=5.131m; gap=7740.124m; manual confirmation required
,,"Mulgoa Rd & Wolseley St, Sydney, 2750",Tesla,2,AC,22 kW,-33.76959064,150.6717908,Penrith City Council,2750,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1725.0,9.269580092197469,9.269580092197469,43.78102444542742,Peclet local snapshot (experimental),DC449,Supercheap Auto Penrith charger,"13/23 Pattys Pl, Penrith NSW 2750, Australia",Tesla Destination,Type 2,1.0,22 kW,Open 24/7,-33.76958438,150.6718908,nearest=9.270m; gap=43.781m; manual confirmation required
,,"Murray Rose Ave, Sydney, 2127",NRMA,2,DC,50 kW,-33.84603808,151.0698058,"Parramatta, Council of the City of",2127,Existing Fast Chargers,accepted,coordinate_near_clear,0.9,False,1080.0,0.18582030712168837,0.18582030712168837,181.80655097344297,Peclet local snapshot (experimental),FC166,Sydney Olympic Park charger,"9 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia",NRMA,Type 2,2.0,50 kW,Open 24/7,-33.84603863,151.0698039,
,,"Napier St, Sydney, 2021",EVX,2,AC,22 kW,-33.88338043,151.220003,"Sydney, Council of the City of",2021,Existing Destination Chargers,review,coordinate_candidate,0.5,True,813.0,31.183622993479766,31.183622993479766,188.85468531122723,Peclet local snapshot (experimental),HC2561,Napier St Paddington charger,"36 Napier St
Paddington NSW 2021
Australia",EVX,,2.0,22 kW,,-33.8831,151.22,nearest=31.184m; gap=188.855m; manual confirmation required
,,"NARELLAN RD CNR MAXWELL PL, Sydney, 2567",Ampol,4,DC,150 kW,-34.04010015,150.7435405,Camden Council,2567,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1634.0,466.56546477851515,466.56546477851515,266.7472017867082,Peclet local snapshot (experimental),HC2750,Camden Valley Way & Somerset Ave Narellan charger,"Camden Valley Way &, Somerset Ave, Narellan NSW 2567",Evie,,4.0,150 kW,,-34.0397,150.7385,nearest=466.565m; gap=266.747m; manual confirmation required
,,"Newbridge Road 216, Sydney, 2170",Ampol,2,DC,150 kW,-33.92932037,150.9551001,Liverpool City Council,2170,Existing Fast Chargers,review,coordinate_candidate,0.5,True,514.0,1732.909475585699,1732.909475585699,149.0026869450253,Peclet local snapshot (experimental),DC494,Taitung Food Service charger,"355 Newbridge Road, Moorebank NSW 2170",,Tesla,1.0,kW,7am to 3pm,-33.929436,150.936318,nearest=1732.909m; gap=149.003m; manual confirmation required
,,"North Ter, Sydney, 2200",Chargefox,4,DC,200 kW,-33.91649454,151.0402563,Canterbury Bankstown Council,2200,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1380.0,398.34621885099835,398.34621885099835,1560.3566232810876,Peclet local snapshot (experimental),DC668,Canterbury Bankstown Council charger,"Civic Tower, 1/66-72 Rickard Road, Bankstown NSW 2200, Australia",Exploren,Type 2,4.0,7 kW,Open 24/7,-33.9150671,151.0362969,nearest=398.346m; gap=1560.357m; manual confirmation required
,,"Nowra Rd, Moss Vale, 2577",Porsche Smart Mobility,2,AC,11 kW,-34.59692397,150.4412503,Wingecarribee Shire Council,2577,Existing Destination Chargers,review,coordinate_candidate,0.5,True,180.0,21.04526748164805,21.04526748164805,7935.373410816211,Peclet local snapshot (experimental),DC833,Mali Brae Farm charger,"562 Nowra Rd, Moss Vale NSW 2577, Australia",,Type 2,2.0,kW,,-34.59690614,150.4410214,nearest=21.045m; gap=7935.373m; manual confirmation required
,,"Oatley Railway Station, Oatley Pde, Oatley, New South Wales 2223, Australia",JOLT,1,DC,25 kW,-33.981453,151.079434,Georges River Council,2223,TfNSW Commuter Car Parks,review,coordinate_candidate,0.5,True,253.0,7.02877986384725,7.02877986384725,190.7543346875036,Peclet local snapshot (experimental),FC208,12C Oatley Parade Parking charger,"12C Oatley Parade, Oatley NSW 2223, Australia",JOLT,Tesla; Type 2,2.0,25 kW,Open 24/7,-33.98151618,151.0794364,nearest=7.029m; gap=190.754m; manual confirmation required
