OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_NAME26,SA4_CODE26,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_data_provider,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_connector_types_normalized,external_number_of_plugs,external_numeric_conflict_flags,external_number_of_plugs_quality,external_number_of_plugs_semantics,external_charger_capacity,external_power_kw_values,external_power_kw_min,external_power_kw_max,external_status,external_operational_status,external_usage_cost,external_last_verified,external_comments,external_opening_hours,external_latitude,external_longitude,external_attributes_json,augmentation_review_reason
,,"2 Moyes Street, Marrickville NSW 2204",PLUS ES,1,AC,7 kW,-33.9143495,151.1485806,Inner West Council,2204,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2 Quarry Street, Paddington NSW 2021",PLUS ES,1,AC,22 kW,-33.8833596,151.2371782,Woollahra Municipal Council,2021,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Surf Yamba,"2 Queen Street, Yamba NSW 2464",Chargefox,2,AC,,-29.4371653,153.3657135,Clarence Valley Council,2464,Destination Charging R2,Coffs Harbour - Grafton,104,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2 Rickard Avenue, Bondi Beach NSW 2026",Chargefox,2,AC,22 kW,-33.8896656,151.2669765,Waverley Council,2026,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Merimbula Beach Holiday Resort,"2 Short Point Road, Merimbula NSW 2548",Exploren,4,AC,,-36.8866743,149.9303711,Bega Valley Shire Council,2548,Destination Charging R2,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Levee Central Maitland,"2 Street Andrews Street, Maitland NSW 2320",Exploren,2,AC,,-32.7300617,151.5535938,Maitland City Council,2320,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2 Tebbutt Street, Leichhardt NSW 2040",EVX,2,AC,22 kW,-33.8895146,151.1465824,Inner West Council,2040,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bridgeview Motel,"2 The Corso, Gorokan NSW 2263",Exploren,2,AC,,-33.2597527,151.516506,Central Coast Council,2263,Destination Charging R2,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wallsend Diggers Car Park,"2 Tyrrell Street, Wallsend NSW 2287",Exploren,4,AC,,-32.9013775,151.671176,Newcastle City Council,2287,Destination Charging R2,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scenic World,"2 Violet Street, Katoomba NSW 2780",Exploren,4,AC,,-33.7293731,150.3004285,Blue Mountains City Council,2780,Destination Charging R2,Sydney - Outer West and Blue Mountains,124,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2 Wauhope Crescent, South Coogee NSW 2034",PLUS ES,1,AC,22 kW,-33.9293135,151.2506444,Randwick City Council,2034,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Twin Towns Services Club,"2 Wharf Street, Tweed Heads NSW 2485",Chargefox,4,AC,,-28.1685927,153.5440989,Tweed Shire Council,2485,Destination Charging R1,Richmond - Tweed,112,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"20 Arthur Street, Marrickville NSW 2204",EVE Australia,2,AC,22 kW,-33.9128493,151.1514703,Inner West Council,2204,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"20 Federation Road, Camperdown NSW 2050",PLUS ES,1,AC,22 kW,-33.8931227,151.1793112,Inner West Council,2050,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"20 Johnston Street, Balmain East NSW 2041",PLUS ES,1,AC,7 kW,-33.8592247,151.1940443,Inner West Council,2041,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Windale Hub,"20 Lake Street, Windale NSW 2306",Everty,2,AC,,-32.9933682,151.6816129,Lake Macquarie City Council,2306,Destination Charging R2,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wandana Brewing Co.,"20 Manns Road, Mullumbimby NSW 2482",Noodoe,2,AC,,-28.5541173,153.5149182,Byron Shire Council,2482,Destination Charging R2,Richmond - Tweed,112,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingenia Holiday Parks - Lake Macquarie,"20 Monterey Avenue, Mannering Park NSW 2259",Exploren,4,AC,,-33.1504884,151.5397684,Central Coast Council,2259,Destination Charging R2,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ourimbah RSL Club Carpark,"20 Pacific Highway, Ourimbah NSW 2258",Noodoe,2,AC,,-33.3540425,151.3696467,Central Coast Council,2258,Destination Charging R2,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wollongong Surf Leisure Resort,"201 Pioneer Road, Fairy Meadow NSW 2519",Exploren,2,AC,,-34.3895823,150.9063737,Wollongong City Council,2519,Destination Charging R2,Illawarra,107,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"202 Parramatta Road, Sydney NSW 2131",Chargefox,1,AC,22 kW,-33.88104509,151.1318068,Inner West Council,2131,Existing Destination Chargers,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corrigans Cove Resort,"204 Beach Road, Batehaven NSW 2536",Exploren,1,AC,,-35.7296697,150.1960774,Eurobodalla Shire Council,2536,Destination Charging R1,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Printhie Wines,"208 Nancarrow Lane, Nashdale NSW 2800",Chargefox,1,AC,,-33.3131943,149.0088591,Cabonne Council,2800,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alloggio Hotel Thornton,"21 Poynton Place, Thornton NSW 2322",Chargefox,2,AC,,-32.7944967,151.6373582,Maitland City Council,2322,Destination Charging R1,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bay and Bush,"21 Pritchard Avenue, Woollamia NSW 2540",Exploren,2,AC,,-35.0197844,150.6391028,Shoalhaven City Council,2540,Destination Charging R2,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"21 Russell Street, Lilyfield NSW 2040",EVE Australia,2,AC,22 kW,-33.875569,151.1632871,Inner West Council,2040,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"21-23 Corunna Road, Stanmore NSW 2048",PLUS ES,1,AC,7 kW,-33.8888432,151.1710335,Inner West Council,2048,Kerbside Charging R1,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boathouse Resort,"21-23 Marine Drive, Tea Gardens NSW 2324",EVNet,4,AC,,-32.6623688,152.1565928,Mid-Coast Council,2324,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Katoomba Town Centre Motel,"214 Katoomba Street, Katoomba NSW 2780",Everty,2,AC,,-33.7174048,150.3112,Blue Mountains City Council,2780,Destination Charging R2,Sydney - Outer West and Blue Mountains,124,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"218 Katoomba Street, Katoomba NSW 2780",Zeus Renewables,4,DC,175 kW,-33.7177016,150.3112897,Blue Mountains City Council,2780,Fast Charging R1,Sydney - Outer West and Blue Mountains,124,unmatched,,0.0,False,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"218 Norton Street, Leichhardt NSW 2040",EVX,2,AC,22 kW,-33.8794575,151.1562844,Inner West Council,2040,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orange Aquatic Centre,"21A Hill Street, Orange NSW 2800",EVSE,1,AC,,-33.288714,149.0916869,Orange City Council,2800,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"22 Bellevue Avenue, Greenwich NSW 2065",PLUS ES,1,AC,22 kW,-33.824901,151.1872285,Lane Cove Municipal Council,2065,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"22 Church Street, Burwood NSW 2134",EVX,2,AC,22 kW,-33.8819,151.1045,Burwood Council,2134,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Wallangulla Motel,"22 Morilla Street, Lightning Ridge NSW 2834",Exploren,4,AC,,-29.4292374,147.9768149,Walgett Shire Council,2834,Destination Charging R2,Far West and Orana,105,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"22 Stafford Street, Paddington NSW 2021",PLUS ES,1,AC,22 kW,-33.8835761,151.2289348,Woollahra Municipal Council,2021,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"22 Ward Street, North Sydney NSW 2060",ChargePost,2,AC,7 kW,-33.836149,151.2085307,North Sydney Council,2060,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Milton Ulladulla Ex Services Club,"222 Princes Highway, Ulladulla NSW 2539",Exploren,4,AC,,-35.3684214,150.4706082,Shoalhaven City Council,2539,Destination Charging R2,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stockmans Motel Tamworth,"2-24 Spains Lane, Kingswood NSW 2340",EVSE,4,AC,,-31.1647707,150.9181072,Tamworth Regional Council,2340,Destination Charging R2,New England and North West,110,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"225 Darley Road, Randwick NSW 2031",PLUS ES,1,AC,22 kW,-33.9037012,151.2489288,Randwick City Council,2031,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"228 Moore Park Road, Paddington NSW 2021",EVX,2,AC,22 kW,-33.8872176,151.2246061,"Sydney, Council of the City of",2021,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"229 Denison Street, Queens Park NSW 2022",PLUS ES,1,AC,22 kW,-33.8981091,151.2434798,Waverley Council,2022,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"23 See Street, Kingsford NSW 2032",PLUS ES,1,AC,22 kW,-33.9223723,151.2248584,Randwick City Council,2032,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"23 Terrace Road, Dulwich Hill NSW 2203",PLUS ES,1,AC,22 kW,-33.9065216,151.1381499,Inner West Council,2203,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"231 Darling Street, Dubbo NSW 2830",Non-networked,1,AC,,-32.2525729,148.6049234,Dubbo Regional Council,2830,Destination Charging R1,Far West and Orana,105,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"234 Miller Street, North Sydney NSW 2060",Evie Networks,4,DC,75 kW,-33.833276,151.2071934,North Sydney Council,2060,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,1406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"24 Annandale Street, Annandale NSW 2038",PLUS ES,1,AC,22 kW,-33.8864798,151.1664936,Inner West Council,2038,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingenia Holiday Park - Bonny Hills,"24 Beach Street, Bonny Hills NSW 2445",Exploren,2,AC,,-31.585403,152.8366221,Port Macquarie-Hastings Council,2445,Destination Charging R1,Mid North Coast,108,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Evans Beach House,"24 Cedar Street, Evans Head NSW 2473",Everty,1,AC,,-29.1190995,153.4284049,Richmond Valley Council,2473,Destination Charging R2,Richmond - Tweed,112,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"24 Fourth Avenue, Seven Hills NSW 2147",EVX,2,AC,22 kW,-33.7774788,150.9411657,Blacktown City Council,2147,Kerbside Charging R1,Sydney - Blacktown,116,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Budgewoi Bungelow,"24 Kewalo Avenue, Budgewoi NSW 2262",Smart Charge,1,AC,,-33.2328723,151.5553734,Central Coast Council,2262,Destination Charging R2,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mandarin Motel Macksville,"24 Princess Street, Macksville NSW 2447",Non-networked,1,AC,,-30.708612,152.918765,Nambucca Valley Council,2447,Destination Charging R2,Mid North Coast,108,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Twin Towns Services Club,"2-4 Stuart Street, Tweed Heads NSW 2485",Chargefox,2,AC,,-28.1687351,153.5429923,Tweed Shire Council,2485,Destination Charging R1,Richmond - Tweed,112,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hungerford Hill,"2450 Broke Road, Pokolbin NSW 2320",EVNet,4,AC,,-32.7777849,151.3361371,Cessnock City Council,2320,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Town Square Motel,"246 Anson Street, Orange NSW 2800",EVNet,1,AC,,-33.2808147,149.0995133,Orange City Council,2800,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Powerhouse Hotel Tamworth by Rydges,"248 Armidale Road, East Tamworth NSW 2340",Everty,4,AC,,-31.0984655,150.9407339,Tamworth Regional Council,2340,Destination Charging R2,New England and North West,110,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clancy's Cottage- Talbingo,"25 Bowman Street, Talbingo NSW 2720",Noodoe,1,AC,,-35.5818285,148.3057031,Snowy Valleys Council,2720,Destination Charging R2,Riverina,113,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mingara Recreation Club,"25 Buller Street, Port Macquarie NSW 2444",Exploren,4,AC,,-31.430177,152.9017453,Port Macquarie-Hastings Council,2444,Destination Charging R1,Mid North Coast,108,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25 Danks Street Waterloo NSW 2017,Tesla,8,DC,175 kW,-33.898174,151.2117721,"Sydney, Council of the City of",2017,Fast Charging R1,Sydney - City and Inner South,117,review,,0.5,True,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OSM: coordinate exceeds 100m automatic threshold
,Heritage Motor Inn Corowa,"25 Edward Street, Corowa NSW 2646",Non-networked,4,AC,,-36.0018911,146.386422,Federation Council,2646,Destination Charging R2,Murray,109,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"25 Llandaff Street, Bondi Junction NSW 2022",PLUS ES,1,AC,22 kW,-33.8936088,151.2523594,Waverley Council,2022,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bonn Abbey,"25 Nelson Street, Broke NSW 2330",Exploren,2,AC,,-32.7454569,151.1056388,Singleton Council,2330,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingenia Holiday Parks - Old Bar Beach,"25 Old Bar Road, Old Bar NSW 2430",Exploren,4,AC,,-31.9692637,152.5883759,Mid-Coast Council,2430,Destination Charging R2,Mid North Coast,108,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gillieston Heights Community Hub,"25 Redwood Drive, Gillieston Heights NSW 2321",Exploren,2,AC,,-32.7643133,151.5311119,Maitland City Council,2321,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"25 Rockleigh Road, Exeter NSW 2579",Chargefox,2,AC,,-34.6115839,150.3263907,Wingecarribee Shire Council,2579,Destination Charging R1,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NRMA Parks and Resorts,"250 Sydney Road, Kelso NSW 2795",Chargefox,2,AC,,-33.4185526,149.6272544,Bathurst Regional Council,2795,Destination Charging R1,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Fitz Cafe & Bar,"251 Princes Highway, Bulli NSW 2516",ChargeHub,2,AC,,-34.334447,150.913523,Wollongong City Council,2516,Destination Charging R2,Illawarra,107,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Club Maitland City,"258 New England Highway, Rutherford NSW 2320",EVNet,1,AC,,-32.7188977,151.5275371,Maitland City Council,2320,Destination Charging R1,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gosford RSL Club,"26 Central Coast Highway, West Gosford NSW 2250",Exploren,4,AC,,-33.428325,151.3221146,Central Coast Council,2250,Destination Charging R2,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"26 Manion Avenue, Rose Bay NSW 2029",Chargefox,2,AC,7 kW,-33.8758207,151.2631938,Woollahra Municipal Council,2029,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"26 Nelson Street, Annandale NSW 2038",PLUS ES,1,AC,22 kW,-33.886212,151.1713996,Inner West Council,2038,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"26 Terry Street, Balmain NSW 2041",EVX,2,AC,22 kW,-33.857791,151.1713403,Inner West Council,2041,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"260 Victoria Avenue, Chatswood NSW 2067",Tesla,8,DC,175 kW,-33.7949453,151.188291,Willoughby City Council,2067,Fast Charging R1,Sydney - North Sydney and Hornsby,121,review,,0.5,True,1433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OCM: coordinate exceeds 100m automatic threshold; Charge@Large: coordinate exceeds 100m automatic threshold
,,"261 Clovelly Road, Clovelly NSW 2031",PLUS ES,1,AC,22 kW,-33.9115788,151.2564223,Randwick City Council,2031,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maitland Town Hall,"263 High Street, Maitland NSW 2320",Exploren,2,AC,,-32.7376522,151.5604535,Maitland City Council,2320,Destination Charging R2,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RedGround Truffle Hunting Lodge,"264 Titania Road, Oberon NSW 2787",CasaCharge,1,AC,,-33.7443531,149.9004522,Oberon Council,2787,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"266 Johnston Street, Annandale NSW 2038",PLUS ES,1,AC,22 kW,-33.8749694,151.1732067,Inner West Council,2038,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"267 Maroubra Road, Maroubra NSW 2035",PLUS ES,1,AC,7 kW,-33.9424313,151.2427991,Randwick City Council,2035,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"27 Bennett Street, Bondi NSW 2026",PLUS ES,1,AC,7 kW,-33.8953838,151.2600613,Waverley Council,2026,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"27 Campbell Parade, Manly Vale NSW 2093",EVX,2,AC,22 kW,-33.7814631,151.2707417,Northern Beaches Council,2093,Kerbside Charging R1,Sydney - Northern Beaches,122,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"270 Johnston Street, Annandale NSW 2038",PLUS ES,1,AC,22 kW,-33.874576,151.1734268,Inner West Council,2038,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"272 Johnston Street, Annandale NSW 2038",PLUS ES,1,AC,22 kW,-33.8743184,151.1733625,Inner West Council,2038,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"276 Birrell Street, Bondi NSW 2026",PLUS ES,1,AC,7 kW,-33.8970528,151.2607049,Waverley Council,2026,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Club Maitland City,"279 New England Highway, Rutherford NSW 2320",EVNet,2,AC,,-32.7172344,151.5254651,Maitland City Council,2320,Destination Charging R1,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIKARD Wines,"279 Old Canobolas Road, Nashdale NSW 2800",Exploren,2,AC,,-33.3169464,148.9858426,Cabonne Council,2800,Destination Charging R2,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"28 Kenneth Street, Tamarama NSW 2026",Chargefox,2,AC,22 kW,-33.898383,151.274253,Waverley Council,2026,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2-8 Turramurra Avenue, Turramurra NSW 2074",Evie Networks,4,DC,75 kW,-33.732342,151.1304142,Ku-ring-gai Council,2074,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,review,,0.5,True,1447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},Charge@Large: coordinate exceeds 100m automatic threshold
,,"284 Old South Head Road, Watsons Bay NSW 2030",EVX,2,AC,22 kW,-33.8467366,151.2836756,Woollahra Municipal Council,2030,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"287 Ramsay Street, Haberfield NSW 2045",PLUS ES,1,AC,22 kW,-33.8735025,151.1336508,Inner West Council,2045,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Five Mile Hotel,"289 Armidale Road, South Grafton NSW 2460",Non-networked,4,AC,,-29.734395,152.9400538,Clarence Valley Council,2460,Destination Charging R2,Coffs Harbour - Grafton,104,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moruya Golf Club,"28A Evans Street, Moruya NSW 2537",Non-networked,2,AC,,-35.9140608,150.0752376,Eurobodalla Shire Council,2537,Destination Charging R1,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"29 Carrington Road, Waverley NSW 2024",EVX,2,AC,22 kW,-33.8986388,151.2530464,Waverley Council,2024,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"29 Day Street, Leichhardt NSW 2040",PLUS ES,1,AC,7 kW,-33.8844318,151.1550948,Inner West Council,2040,Kerbside Charging R1,Sydney - Inner West,120,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"29 Perry Street, Euston NSW 2737",NRMA Electric,4,DC,175 kW,-34.5765963,142.7428195,Balranald Shire Council,2737,Fast Charging R1,Murray,109,unmatched,,0.0,False,1454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,Sapphire Valley Caravan Park,"29 Sapphire Coast Drive, Merimbula NSW 2548",EVUp,6,AC,,-36.8842524,149.9045325,Bega Valley Shire Council,2548,Destination Charging R1,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyogle Council,"29 Woodenbong Road, Bonalbo NSW 2469",Exploren,2,AC,,-28.7386099,152.6283683,Kyogle Council,2469,Destination Charging R1,Richmond - Tweed,112,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,291 on King,"291 King Street, Newcastle NSW 2300",ChargeHub,4,AC,,-32.9288327,151.7679962,Newcastle City Council,2300,Destination Charging R2,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hanging Tree Wines,"294 O'Connors Road, Pokolbin NSW 2320",Chargefox,2,AC,,-32.808154,151.3179387,Cessnock City Council,2320,Destination Charging R1,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2A Central Street, Naremburn NSW 2065",EVX,2,AC,22 kW,-33.8160598,151.2013094,Willoughby City Council,2065,Kerbside Charging R1,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2A Frances Street, Randwick NSW 2031",PLUS ES,1,AC,22 kW,-33.9102062,151.2368764,Randwick City Council,2031,Kerbside Charging R1,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
