source_index,OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,Charger_rating.100kW,Charger_rating.11kW,Charger_rating.120kW,Charger_rating.125kW,Charger_rating.130kW,Charger_rating.13kW,Charger_rating.14kW,Charger_rating.150kW,Charger_rating.160kW,Charger_rating.165kW,Charger_rating.175kW,Charger_rating.17kW,Charger_rating.180kW,Charger_rating.185kW,Charger_rating.19kW,Charger_rating.200kW,Charger_rating.20kW,Charger_rating.22kW,Charger_rating.23kW,Charger_rating.240kW,Charger_rating.24kW,Charger_rating.250kW,Charger_rating.25kW,Charger_rating.270kW,Charger_rating.30kW,Charger_rating.350kW,Charger_rating.3kW,Charger_rating.400kW,Charger_rating.40kW,Charger_rating.42kW,Charger_rating.47kW,Charger_rating.50kW,Charger_rating.5kW,Charger_rating.60kW,Charger_rating.6kW,Charger_rating.75kW,Charger_rating.7kW,Charger_rating.80kW,Charger_rating.8kW,Charger_rating.9kW,SA4_NAME26,SA4_CODE26,PCODE_ORIGINAL,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_station_name,ocm_operator,ocm_attributes,ocm_fast_dc_indicator,ocm_candidate_count,ocm_coordinate_candidate_count,ocm_nearest_coordinate_gap_m,ocm_review_reason,ocm_quality_flags,ocm_source_postcode_conflict,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_station_name,osm_fast_dc_operator,osm_fast_dc_attributes,osm_fast_dc_fast_dc_indicator,osm_fast_dc_candidate_count,osm_fast_dc_coordinate_candidate_count,osm_fast_dc_nearest_coordinate_gap_m,osm_fast_dc_review_reason,osm_fast_dc_quality_flags,osm_fast_dc_source_postcode_conflict,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_station_name,chargelarge_fast_dc_operator,chargelarge_fast_dc_attributes,chargelarge_fast_dc_fast_dc_indicator,chargelarge_fast_dc_candidate_count,chargelarge_fast_dc_coordinate_candidate_count,chargelarge_fast_dc_nearest_coordinate_gap_m,chargelarge_fast_dc_review_reason,chargelarge_fast_dc_quality_flags,chargelarge_fast_dc_source_postcode_conflict,combined_dc_indicated_status,final_audit_status,matched_source,matched_external_ids,review_candidate_source,manual_review_reason,quality_review_reason,quality_review_required,augmentation_conflict_flags,accepted_source_attributes,augmented_attributes,new_attribute_count,historical_web_evidence
415,,,"3 Broomfield Street, Cobar NSW 2835",NRMA Electric,2,DC,50 kW,-30.08825,145.9351051,Cobar Shire Council,2835,TfNSW Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Far West and Orana,105,2840,review,fuzzy_address_only,157126.08368159545,1.0,190679,"3 Broomfield Street, Cobar, New South Wales, 2835",Cobar [NRMA],NRMA,"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 1.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2022-01-08T10:59:00Z"", ""number_of_plugs"": null, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""FREE""}",True,1,0,,source address and original postcode conflict; address-only match; coordinates exceed 500 m,,True,unmatched,unmatched,,,,,,,{},,0,0,,,,True,unmatched,unmatched,,,,,,,{},,0,0,,,,True,review,review,,,OCM,OCM: source address and original postcode conflict; address-only match; coordinates exceed 500 m,,no,,{},{},0,[]
417,,,"3 Bungendore Road, Queanbeyan NSW 2620",Evie Networks,4,DC,75 kW,-35.34739722,149.2454031,Queanbeyan-Palerang Regional Council,2620,ARENA - Driving the Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Capital Region,101,2620,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
420,,,"3 Corkhill Place, Bega NSW 2550",Chargefox,2,DC,42 kW,-36.6972593,149.8418629,Bega Valley Shire Council,2550,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Capital Region,101,2550,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,54.919995642207255,0.0,https://www.openstreetmap.org/node/12284563526,,,Chargefox,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": null, ""charging_point_count_raw"": null, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/12284563526,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/chargefox-3-corkhill-place-bega-nsw-2550""}]"
422,,,"3 George Street, North Strathfield NSW 2137",Evie Networks,4,DC,75 kW,-33.86390159,151.0894518,Strathfield Municipal Council,2137,ARENA - Driving the Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Sydney - Inner West,120,2137,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,9.92394314250215,0.0,https://www.openstreetmap.org/node/13168678393,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 6, ""charging_point_count_raw"": 6, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/13168678393,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 6, ""OSM::charging_point_count_raw"": 6, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": false, ""reported_confidence"": ""low"", ""url"": ""https://www.property.com.au/nsw/north-strathfield-2137/george-st/3-pid-9035702/""}]"
425,,,"3 Leisure Drive, Tweed Heads NSW 2486",Evie Networks,4,DC,75 kW,-28.21510115,153.5404384,Tweed Shire Council,2486,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Richmond - Tweed,112,2486,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
431,,,"30 Dowling Street, Sydney NSW 2096",JOLT,2,DC,25 kW,-33.77897702,151.2838899,Northern Beaches Council,2096,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Northern Beaches,122,2096,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,2.0504349366912438,0.0,https://www.openstreetmap.org/node/9546004749,,,Jolt,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 1, ""charging_point_count_raw"": 1, ""connector_types_normalized"": ""CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""JOLT"", ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/9546004749,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 1, ""OSM::charging_point_count_raw"": 1, ""OSM::connector_types_normalized"": ""CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::network"": ""JOLT"", ""OSM::opening_hours"": ""24/7"", ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CHAdeMO"", ""OSM::is_free"": false, ""OSM::network"": ""JOLT"", ""OSM::opening_hours"": ""24/7"", ""OSM::power_scope"": ""station_reported_maximum""}",7,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/nsw/brookvale""}]"
433,,,"302-312 Parramatta Road, Sydney NSW 2134",JOLT,2,DC,25 kW,-33.86942247,151.108024,Burwood Council,2134,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Inner West,120,2134,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
434,,,"303 Henry Parry Drive, Central Coast NSW 2250",Chargefox,2,DC,60 kW,-33.40941346,151.3507447,Central Coast Council,2250,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Central Coast,102,2250,review,coordinate_only,160.19369525117267,0.32905882352941174,508148,"Pacific Highway, Wyoming, New South Wales, 2250",Pacific Highway,BP Pulse (AU),"{""charger_capacities"": ""60 kW; 150 kW; 300 kW"", ""charging_point_count"": 6.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2026-09-09T01:02:00Z"", ""number_of_plugs"": null, ""operator"": ""BP Pulse (AU)"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 300.0, ""power_kw_min"": 60.0, ""power_kw_values"": [60.0, 150.0, 300.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""55c/kWh""}",True,1,1,,address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,review,,,OCM,OCM: address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,{},{},0,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/chargefox-303-henry-parry-drive-central-coast-nsw-2250""}]"
437,,,"30-36 Sharp Street, Cooma NSW 2630",Tesla,10,DC,250 kW,-36.23294099,149.1322903,Snowy Monaro Regional Council,2630,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Capital Region,101,2630,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,5.525968922240862,0.0,https://www.openstreetmap.org/node/12639666383,,Tesla Supercharger,Tesla,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 10, ""charging_point_count_raw"": 10, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""Tesla Supercharger"", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/12639666383,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 10, ""OSM::charging_point_count_raw"": 10, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::network"": ""Tesla Supercharger"", ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::is_free"": false, ""OSM::network"": ""Tesla Supercharger"", ""OSM::power_scope"": ""station_reported_maximum""}",6,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/tesla-30-36-sharp-street-cooma-nsw-2630""}]"
439,,,"30A Richland Street, Sydney NSW 2208",Exploren,2,DC,120 kW,-33.93524029,151.0986717,Canterbury Bankstown Council,2208,Existing Fast Chargers,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Inner South West,119,2208,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_and_fuzzy_address,0.04249502552792982,0.9500000000000001,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1824,"30A Richland St, Kingsgrove, NSW 2208",Bunnings Kingsgrove,,"{""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""number_of_plugs"": null, ""power_kw_max"": 120.0, ""power_kw_min"": 120.0, ""power_kw_values"": [120.0], ""power_scope"": ""dc_indicated_ports"", ""site_power_range_raw"": ""120"", ""status_counts"": {""Available"": 2}, ""status_observed_at"": null, ""total_port_count"": 2}",True,1,1,,,,False,accepted,accepted,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1824,,,,no,,"{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 120.0, ""Charge@Large::power_kw_min"": 120.0, ""Charge@Large::power_kw_values"": [120.0], ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::site_power_range_raw"": ""120"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2}","{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 120.0, ""Charge@Large::power_kw_min"": 120.0, ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2}",2,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/nsw/kingsgrove""}]"
443,,,"31 Treacy Street, Sydney NSW 2220",JOLT,2,DC,25 kW,-33.96786191,151.1060561,Georges River Council,2220,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Inner South West,119,2220,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
450,,,"316 Victoria Road, Sydney NSW 2116",Exploren,2,DC,120 kW,-33.81024029,151.0342402,"Parramatta, Council of the City of",2116,Existing Fast Chargers,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Parramatta,125,2116,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,63.606036800268456,0.0,https://www.openstreetmap.org/node/12990581486,,,Exploren,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 2, ""charging_point_count_raw"": 2, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,accepted,coordinate_and_fuzzy_address,0.03716552878937461,0.9617021276595745,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1847,"316 Victoria Rd, Rydalmere, NSW 2116",Bunnings Rydalmere,,"{""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""number_of_plugs"": null, ""power_kw_max"": 120.0, ""power_kw_min"": 120.0, ""power_kw_values"": [120.0], ""power_scope"": ""dc_indicated_ports"", ""site_power_range_raw"": ""120"", ""status_counts"": {""Available"": 2}, ""status_observed_at"": null, ""total_port_count"": 2}",True,3,3,249.22245639615903,,,False,accepted,accepted,OSM;Charge@Large,OSM:https://www.openstreetmap.org/node/12990581486;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1847,,,,no,,"{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 120.0, ""Charge@Large::power_kw_min"": 120.0, ""Charge@Large::power_kw_values"": [120.0], ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::site_power_range_raw"": ""120"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2, ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 2, ""OSM::charging_point_count_raw"": 2, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::opening_hours"": ""24/7"", ""OSM::power_scope"": ""station_reported_maximum""}","{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 120.0, ""Charge@Large::power_kw_min"": 120.0, ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2, ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::is_free"": false, ""OSM::opening_hours"": ""24/7"", ""OSM::power_scope"": ""station_reported_maximum""}",7,[]
454,,,"32 Sydney Street, Tarcutta NSW 2652",Evie Networks,4,DC,350 kW,-35.2771512,147.7360881,Wagga Wagga City Council,2652,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Riverina,113,2652,accepted,coordinate_and_fuzzy_address,4.590893522351425,0.85,190351,"32 Sydney Street, Tarcutta, NSW",Tarcutta Roadhouse [Evie],Evie,"{""charger_capacities"": ""350 kW"", ""charging_point_count"": 2.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2023-07-12T22:53:00Z"", ""number_of_plugs"": null, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 350.0, ""power_kw_min"": 350.0, ""power_kw_values"": [350.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""65c per kwH energy consumed.""}",True,1,1,,,,False,accepted,coordinate_only,3.9019714958215865,0.0,https://www.openstreetmap.org/node/7478006036,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 2, ""charging_point_count_raw"": 2, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OCM;OSM,OCM:190351;OSM:https://www.openstreetmap.org/node/7478006036,,,,no,,"{""OCM::charger_capacities"": ""350 kW"", ""OCM::charging_point_count"": 2.0, ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-07-12T22:53:00Z"", ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 350.0, ""OCM::power_kw_min"": 350.0, ""OCM::power_kw_values"": [350.0], ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""65c per kwH energy consumed."", ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 2, ""OSM::charging_point_count_raw"": 2, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::is_operational"": true, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 350.0, ""OCM::power_kw_min"": 350.0, ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""65c per kwH energy consumed."", ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",9,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""page_opened"": false, ""reported_confidence"": ""medium"", ""url"": ""https://plugroo.com.au/location/evie-networks-nsw-tarcutta-32-sydney-street""}]"
